,heading,key,value
36818,Miscellaneous,Turning Radius,5.3 metres
36819,Miscellaneous,Front Brake Type,Disc
36820,Miscellaneous,Rear Brake Type,Drum
36821,Miscellaneous,Top Speed,195 Kmph
36822,Miscellaneous,Acceleration,10 Seconds
36823,Miscellaneous,Tyre Type,"Tubeless,Radial"
36824,Miscellaneous,Alloy Wheel Size,15
36825,Miscellaneous,No Door Numbers,4
36826,Miscellaneous,Cargo Volumn,510-litres
36827,Engine and Transmission,Color,White
36828,Engine and Transmission,Engine Type,1.5 L MPi Petrol
36829,Engine and Transmission,Displacement,1497
36830,Engine and Transmission,Max Power,113.18bhp@6300rpm
36831,Engine and Transmission,Max Torque,143.8Nm@4500rpm
36832,Engine and Transmission,No of Cylinder,4
36833,Engine and Transmission,Values per Cylinder,4
36834,Engine and Transmission,Value Configuration,DOHC
36835,Engine and Transmission,Fuel Suppy System,MPi
36836,Engine and Transmission,Turbo Charger,No
36837,Dimensions & Capacity,Length,4300mm
36838,Dimensions & Capacity,Width,1790mm
36839,Dimensions & Capacity,Height,1635mm
36840,Dimensions & Capacity,Wheel Base,2610mm
36841,Dimensions & Capacity,Kerb Weight,1550
36842,Miscellaneous,Gear Box,6-speed IVT
36843,Miscellaneous,Seating Capacity,5
36844,Miscellaneous,Steering Type,Power
36845,Miscellaneous,Front Brake Type,Disc
36846,Miscellaneous,Rear Brake Type,Disc
36847,Miscellaneous,Tyre Type,"Tubeless, Radial"
36848,Miscellaneous,Alloy Wheel Size,17
36849,Miscellaneous,No Door Numbers,5
36850,Engine and Transmission,Color,Silver
36851,Engine and Transmission,Engine Type,Petrol Engine
36852,Engine and Transmission,Displacement,999
36853,Engine and Transmission,Max Power,67bhp@5500rpm
36854,Engine and Transmission,Max Torque,91Nm@4250rpm
36855,Engine and Transmission,No of Cylinder,3
36856,Engine and Transmission,Values per Cylinder,4
36857,Engine and Transmission,Value Configuration,DOHC
36858,Engine and Transmission,Fuel Suppy System,MPFi
36859,Engine and Transmission,Turbo Charger,No
36860,Engine and Transmission,Super Charger,No
36861,Dimensions & Capacity,Length,3731mm
36862,Dimensions & Capacity,Width,1579mm
36863,Dimensions & Capacity,Height,1474mm
36864,Dimensions & Capacity,Wheel Base,2422mm
36865,Dimensions & Capacity,Kerb Weight,730
36866,Miscellaneous,Gear Box,5 Speed
36867,Miscellaneous,Drive Type,FWD
36868,Miscellaneous,Seating Capacity,5
36869,Miscellaneous,Steering Type,Electric
36870,Miscellaneous,Turning Radius,4.9 metres
36871,Miscellaneous,Front Brake Type,Disc
36872,Miscellaneous,Rear Brake Type,Drum
36873,Miscellaneous,Tyre Type,"Tubeless,Radial"
36874,Miscellaneous,No Door Numbers,5
36875,Miscellaneous,Cargo Volumn,279
36876,Engine and Transmission,Color,Blue
36877,Engine and Transmission,Engine Type,F8D Petrol Engine
36878,Engine and Transmission,Displacement,796
36879,Engine and Transmission,Max Power,47.3bhp@6000rpm
36880,Engine and Transmission,Max Torque,69Nm@3500rpm
36881,Engine and Transmission,No of Cylinder,3
36882,Engine and Transmission,Values per Cylinder,4
36883,Engine and Transmission,Value Configuration,DOHC
36884,Engine and Transmission,Fuel Suppy System,MPFi
36885,Engine and Transmission,Turbo Charger,No
36886,Engine and Transmission,Super Charger,No
36887,Dimensions & Capacity,Length,3395mm
36888,Dimensions & Capacity,Width,1490mm
36889,Dimensions & Capacity,Height,1475mm
36890,Dimensions & Capacity,Wheel Base,2360mm
36891,Dimensions & Capacity,Front Tread,1295mm
36892,Dimensions & Capacity,Rear Tread,1290mm
36893,Dimensions & Capacity,Kerb Weight,720kg
36894,Dimensions & Capacity,Gross Weight,1185kg
36895,Miscellaneous,Gear Box,5 Speed
36896,Miscellaneous,Drive Type,FWD
36897,Miscellaneous,Seating Capacity,5
36898,Miscellaneous,Steering Type,Power
36899,Miscellaneous,Turning Radius,4.6 metres
36900,Miscellaneous,Front Brake Type,Solid Disc
36901,Miscellaneous,Rear Brake Type,Drum
36902,Miscellaneous,Top Speed,140 kmph
36903,Miscellaneous,Acceleration,19 Seconds
36904,Miscellaneous,Tyre Type,Tubeless Tyres
36905,Miscellaneous,No Door Numbers,5
36906,Miscellaneous,Cargo Volumn,177-litres
36907,Engine and Transmission,Color,Red
36908,Engine and Transmission,Engine Type,TFSI Petrol Engine
36909,Engine and Transmission,Displacement,1395
36910,Engine and Transmission,Max Power,147.51bhp@5000-6000rpm
36911,Engine and Transmission,Max Torque,250nm@1500-3500rpm
36912,Engine and Transmission,No of Cylinder,4
36913,Engine and Transmission,Values per Cylinder,4
36914,Engine and Transmission,Value Configuration,DOHC
36915,Engine and Transmission,Fuel Suppy System,MPFi
36916,Engine and Transmission,Turbo Charger,Yes
36917,Engine and Transmission,Super Charger,No
36918,Dimensions & Capacity,Length,4388mm
36919,Dimensions & Capacity,Width,1831mm
36920,Dimensions & Capacity,Height,1608mm
36921,Dimensions & Capacity,Wheel Base,2603mm
36922,Dimensions & Capacity,Front Tread,1571mm
36923,Dimensions & Capacity,Rear Tread,1575mm
36924,Dimensions & Capacity,Kerb Weight,1565Kg
36925,Dimensions & Capacity,Gross Weight,2005Kg
36926,Miscellaneous,Gear Box,6 Speed
36927,Miscellaneous,Drive Type,FWD
36928,Miscellaneous,Seating Capacity,5
36929,Miscellaneous,Steering Type,Power
36930,Miscellaneous,Turning Radius,5.9 metres
36931,Miscellaneous,Front Brake Type,Disc
36932,Miscellaneous,Rear Brake Type,Disc
36933,Miscellaneous,Top Speed,204 Kmph
36934,Miscellaneous,Acceleration,8.9 Seconds
36935,Miscellaneous,Tyre Type,"Tubeless,Radial"
36936,Miscellaneous,Alloy Wheel Size,18
36937,Miscellaneous,No Door Numbers,5
36938,Miscellaneous,Cargo Volumn,460
36939,Engine and Transmission,Color,White
36940,Engine and Transmission,Engine Type,Smartstream G1.5
36941,Engine and Transmission,Displacement,1497
36942,Engine and Transmission,Max Power,113.42bhp@6300rpm
36943,Engine and Transmission,Max Torque,144Nm@4500rpm
36944,Engine and Transmission,No of Cylinder,4
36945,Engine and Transmission,Values per Cylinder,4
36946,Engine and Transmission,Fuel Suppy System,DPFi
36947,Engine and Transmission,Turbo Charger,No
36948,Dimensions & Capacity,Length,4540mm
36949,Dimensions & Capacity,Width,1800mm
36950,Dimensions & Capacity,Height,1708mm
36951,Dimensions & Capacity,Wheel Base,2780mm
36952,Dimensions & Capacity,Kerb Weight,1540
36953,Miscellaneous,Gear Box,6-Speed
36954,Miscellaneous,Drive Type,2WD
36955,Miscellaneous,Seating Capacity,7
36956,Miscellaneous,Steering Type,Electric
36957,Miscellaneous,Front Brake Type,Disc
36958,Miscellaneous,Rear Brake Type,Disc
36959,Miscellaneous,Tyre Type,"Tubeless, Radial"
36960,Miscellaneous,No Door Numbers,5
36961,Engine and Transmission,Color,White
36962,Engine and Transmission,Engine Type,Smartstream G1.5
36963,Engine and Transmission,Displacement,1497
36964,Engine and Transmission,Max Power,113.42bhp@6300rpm
36965,Engine and Transmission,Max Torque,144Nm@4500rpm
36966,Engine and Transmission,No of Cylinder,4
36967,Engine and Transmission,Values per Cylinder,4
36968,Engine and Transmission,Fuel Suppy System,DPFi
36969,Engine and Transmission,Turbo Charger,No
36970,Dimensions & Capacity,Length,4540mm
36971,Dimensions & Capacity,Width,1800mm
36972,Dimensions & Capacity,Height,1708mm
36973,Dimensions & Capacity,Wheel Base,2780mm
36974,Dimensions & Capacity,Kerb Weight,1540
36975,Miscellaneous,Gear Box,6-Speed
36976,Miscellaneous,Drive Type,2WD
36977,Miscellaneous,Seating Capacity,7
36978,Miscellaneous,Steering Type,Electric
36979,Miscellaneous,Front Brake Type,Disc
36980,Miscellaneous,Rear Brake Type,Disc
36981,Miscellaneous,Tyre Type,"Tubeless, Radial"
36982,Miscellaneous,No Door Numbers,5
36983,Engine and Transmission,Color,Silver
36984,Engine and Transmission,Engine Type,XH2 Petrol Engine
36985,Engine and Transmission,Displacement,1498
36986,Engine and Transmission,Max Power,97.64bhp@6000rpm
36987,Engine and Transmission,Max Torque,134Nm@4000rpm
36988,Engine and Transmission,No of Cylinder,4
36989,Engine and Transmission,Values per Cylinder,4
36990,Engine and Transmission,Turbo Charger,No
36991,Engine and Transmission,Super Charger,No
36992,Dimensions & Capacity,Length,4425mm
36993,Dimensions & Capacity,Width,1695mm
36994,Dimensions & Capacity,Height,1505mm
36995,Dimensions & Capacity,Wheel Base,2600mm
36996,Dimensions & Capacity,Front Tread,1480mm
36997,Dimensions & Capacity,Rear Tread,1485mm
36998,Dimensions & Capacity,Kerb Weight,1005-1010kg
36999,Miscellaneous,Gear Box,5 Speed
37000,Miscellaneous,Drive Type,FWD
37001,Miscellaneous,Seating Capacity,5
37002,Miscellaneous,Steering Type,Power
37003,Miscellaneous,Turning Radius,5.3 metres
37004,Miscellaneous,Front Brake Type,Disc
37005,Miscellaneous,Rear Brake Type,Drum
37006,Miscellaneous,Tyre Type,"Tubeless,Radial"
37007,Miscellaneous,Alloy Wheel Size,15
37008,Miscellaneous,No Door Numbers,4
37009,Miscellaneous,Cargo Volumn,490-litre
37010,Engine and Transmission,Color,Red
37011,Engine and Transmission,Engine Type,1.4-Litre 4-Cyl Multiair Engine
37012,Engine and Transmission,Displacement,1368
37013,Engine and Transmission,Max Power,160bhp@3750rpm
37014,Engine and Transmission,Max Torque,250Nm@1750-2500rpm
37015,Engine and Transmission,No of Cylinder,4
37016,Engine and Transmission,Values per Cylinder,4
37017,Engine and Transmission,Value Configuration,DOHC
37018,Engine and Transmission,Fuel Suppy System,CRDI
37019,Engine and Transmission,Turbo Charger,Yes
37020,Engine and Transmission,Super Charger,No
37021,Dimensions & Capacity,Length,4395mm
37022,Dimensions & Capacity,Width,1818mm
37023,Dimensions & Capacity,Height,1640mm
37024,Dimensions & Capacity,Wheel Base,2636mm
37025,Dimensions & Capacity,Kerb Weight,1537 kgs
37026,Miscellaneous,Gear Box,6 Speed
37027,Miscellaneous,Drive Type,4X2
37028,Miscellaneous,Seating Capacity,5
37029,Miscellaneous,Steering Type,Power
37030,Miscellaneous,Front Brake Type,Disc
37031,Miscellaneous,Rear Brake Type,Discs
37032,Miscellaneous,Top Speed,186.69 kmph
37033,Miscellaneous,Acceleration,9.99 Seconds
37034,Miscellaneous,Tyre Type,"Radial, Tubless"
37035,Miscellaneous,No Door Numbers,5
37036,Miscellaneous,Cargo Volumn,408-litres
37037,Engine and Transmission,Color,Black
37038,Engine and Transmission,Engine Type,TDI Diesel Engine
37039,Engine and Transmission,Displacement,1968
37040,Engine and Transmission,Max Power,174.33bhp@4200rpm
37041,Engine and Transmission,Max Torque,380Nm@1750-2500rpm
37042,Engine and Transmission,No of Cylinder,4
37043,Engine and Transmission,Values per Cylinder,4
37044,Engine and Transmission,Value Configuration,DOHC
37045,Engine and Transmission,Fuel Suppy System,CRDI
37046,Engine and Transmission,Turbo Charger,Yes
37047,Engine and Transmission,Super Charger,No
37048,Dimensions & Capacity,Length,4385mm
37049,Dimensions & Capacity,Width,2019mm
37050,Dimensions & Capacity,Height,1608mm
37051,Dimensions & Capacity,Wheel Base,2603mm
37052,Dimensions & Capacity,Front Tread,1571mm
37053,Dimensions & Capacity,Rear Tread,1575mm
37054,Dimensions & Capacity,Kerb Weight,1660kg
37055,Dimensions & Capacity,Gross Weight,2185kg
37056,Miscellaneous,Gear Box,7-Speed S-Tronic 
37057,Miscellaneous,Drive Type,AWD
37058,Miscellaneous,Seating Capacity,5
37059,Miscellaneous,Steering Type,Power
37060,Miscellaneous,Turning Radius,5.9 metres
37061,Miscellaneous,Front Brake Type,Ventilated Disc
37062,Miscellaneous,Rear Brake Type,Drum
37063,Miscellaneous,Top Speed,212 Kmph
37064,Miscellaneous,Acceleration, 8.2 Seconds
37065,Miscellaneous,Tyre Type,"Tubeless,Radial"
37066,Miscellaneous,Alloy Wheel Size,16
37067,Miscellaneous,No Door Numbers,5
37068,Miscellaneous,Cargo Volumn,460-litres
37069,Engine and Transmission,Color,Red
37070,Engine and Transmission,Engine Type,VTVT Petrol Engine
37071,Engine and Transmission,Displacement,1591
37072,Engine and Transmission,Max Power,121.3bhp@6300rpm
37073,Engine and Transmission,Max Torque,154.9Nm@4200rpm
37074,Engine and Transmission,No of Cylinder,4
37075,Engine and Transmission,Values per Cylinder,4
37076,Engine and Transmission,Value Configuration,DOHC
37077,Engine and Transmission,Fuel Suppy System,MPFI
37078,Engine and Transmission,BoreX Stroke,77.0 X 85.44 mm
37079,Engine and Transmission,Compression Ratio,10.5:1
37080,Engine and Transmission,Turbo Charger,No
37081,Engine and Transmission,Super Charger,No
37082,Dimensions & Capacity,Length,4375mm
37083,Dimensions & Capacity,Width,1700mm
37084,Dimensions & Capacity,Height,1475mm
37085,Dimensions & Capacity,Wheel Base,2570mm
37086,Dimensions & Capacity,Kerb Weight,1250
37087,Miscellaneous,Gear Box,5 Speed
37088,Miscellaneous,Drive Type,FWD
37089,Miscellaneous,Seating Capacity,5
37090,Miscellaneous,Steering Type,Power
37091,Miscellaneous,Turning Radius,5.2 metres
37092,Miscellaneous,Front Brake Type,Disc
37093,Miscellaneous,Rear Brake Type,Drum
37094,Miscellaneous,Top Speed,196 Kmph
37095,Miscellaneous,Acceleration,10.5 Seconds
37096,Miscellaneous,Tyre Type,Tubeless
37097,Miscellaneous,No Door Numbers,4
37098,Miscellaneous,Cargo Volumn,465-litres
37099,Engine and Transmission,Color,Silver
37100,Engine and Transmission,Engine Type,i-VTEC Petrol Engine
37101,Engine and Transmission,Displacement,1198
37102,Engine and Transmission,Max Power,86.7bhp@6000rpm
37103,Engine and Transmission,Max Torque,109Nm@4500rpm
37104,Engine and Transmission,No of Cylinder,4
37105,Engine and Transmission,Values per Cylinder,4
37106,Engine and Transmission,Value Configuration,SOHC
37107,Engine and Transmission,Turbo Charger,No
37108,Engine and Transmission,Super Charger,No
37109,Dimensions & Capacity,Length,3990mm
37110,Dimensions & Capacity,Width,1680mm
37111,Dimensions & Capacity,Height,1505mm
37112,Dimensions & Capacity,Wheel Base,2405mm
37113,Dimensions & Capacity,Kerb Weight,950kg
37114,Miscellaneous,Gear Box,5 Speed
37115,Miscellaneous,Drive Type,FWD
37116,Miscellaneous,Seating Capacity,5
37117,Miscellaneous,Steering Type,Power
37118,Miscellaneous,Turning Radius,4.5 metres
37119,Miscellaneous,Front Brake Type,Disc
37120,Miscellaneous,Rear Brake Type,Drum
37121,Miscellaneous,Top Speed,160 Kmph
37122,Miscellaneous,Acceleration,15 Seconds
37123,Miscellaneous,Tyre Type,"Tubeless,Radial"
37124,Miscellaneous,No Door Numbers,4
37125,Miscellaneous,Cargo Volumn,400-litres
37126,Engine and Transmission,Color,Black
37127,Engine and Transmission,Engine Type,In-Line Engine
37128,Engine and Transmission,Displacement,2179
37129,Engine and Transmission,Max Power,120bhp@4000rpm
37130,Engine and Transmission,Max Torque,290Nm@1800-2800rpm
37131,Engine and Transmission,No of Cylinder,4
37132,Engine and Transmission,Values per Cylinder,4
37133,Engine and Transmission,Fuel Suppy System,CRDI
37134,Engine and Transmission,BoreX Stroke,94 x 94 mm
37135,Engine and Transmission,Compression Ratio,18.5:1
37136,Engine and Transmission,Turbo Charger,Yes
37137,Engine and Transmission,Super Charger,No
37138,Dimensions & Capacity,Length,4430mm
37139,Dimensions & Capacity,Width,1817mm
37140,Dimensions & Capacity,Height,1975mm
37141,Dimensions & Capacity,Wheel Base,2680mm
37142,Dimensions & Capacity,Kerb Weight,2020
37143,Dimensions & Capacity,Gross Weight,2510kg
37144,Miscellaneous,Gear Box,5 Speed
37145,Miscellaneous,Drive Type,2WD
37146,Miscellaneous,Seating Capacity,8
37147,Miscellaneous,Steering Type,Power
37148,Miscellaneous,Turning Radius,5.6m
37149,Miscellaneous,Front Brake Type,Disc
37150,Miscellaneous,Rear Brake Type,Drum
37151,Miscellaneous,Top Speed,152km/hr
37152,Miscellaneous,Acceleration,16.5 seconds
37153,Miscellaneous,Tyre Type,"Tubeless,Radial"
37154,Miscellaneous,Alloy Wheel Size,16
37155,Miscellaneous,No Door Numbers,5
37156,Miscellaneous,Cargo Volumn,460 litres
37157,Engine and Transmission,Color,Blue
37158,Engine and Transmission,Engine Type,SOHC i-VTEC
37159,Engine and Transmission,Displacement,1198
37160,Engine and Transmission,Max Power,90(66) @ 6200
37161,Engine and Transmission,Max Torque,110 (11.2) @ 4800
37162,Engine and Transmission,No of Cylinder,4
37163,Engine and Transmission,Values per Cylinder,4
37164,Engine and Transmission,Value Configuration,SOHC
37165,Engine and Transmission,Fuel Suppy System,PGM - Fi
37166,Engine and Transmission,Turbo Charger,No
37167,Engine and Transmission,Super Charger,No
37168,Dimensions & Capacity,Length,3900mm
37169,Dimensions & Capacity,Width,1695mm
37170,Dimensions & Capacity,Height,1535mm
37171,Dimensions & Capacity,Wheel Base,2500mm
37172,Dimensions & Capacity,Front Tread,1490mm
37173,Dimensions & Capacity,Rear Tread,1475mm
37174,Dimensions & Capacity,Kerb Weight,1055kg
37175,Miscellaneous,Gear Box,Five Speed Manual Transmission Gearbox
37176,Miscellaneous,Drive Type,Two Wheel Drive
37177,Miscellaneous,Seating Capacity,5
37178,Miscellaneous,Steering Type,Power
37179,Miscellaneous,Turning Radius,4.9 Meters
37180,Miscellaneous,Front Brake Type,Disc
37181,Miscellaneous,Rear Brake Type,Drum
37182,Miscellaneous,Top Speed,165 kmph
37183,Miscellaneous,Acceleration,11.2 Seconds
37184,Miscellaneous,Tyre Type,"Tubeless,Radial"
37185,Miscellaneous,Alloy Wheel Size,15
37186,Miscellaneous,No Door Numbers,5
37187,Engine and Transmission,Color,Silver
37188,Engine and Transmission,Engine Type,TDCi Diesel Engine
37189,Engine and Transmission,Displacement,1498
37190,Engine and Transmission,Max Power,99bhp@3750rpm
37191,Engine and Transmission,Max Torque,215Nm@1750-3000rpm
37192,Engine and Transmission,No of Cylinder,4
37193,Engine and Transmission,Values per Cylinder,2
37194,Engine and Transmission,Value Configuration,SOHC
37195,Engine and Transmission,Fuel Suppy System,Common Rail
37196,Engine and Transmission,Compression Ratio,16.0:1
37197,Engine and Transmission,Turbo Charger,Yes
37198,Engine and Transmission,Super Charger,No
37199,Dimensions & Capacity,Length,3886mm
37200,Dimensions & Capacity,Width,1695mm
37201,Dimensions & Capacity,Height,1525mm
37202,Dimensions & Capacity,Wheel Base,2491mm
37203,Dimensions & Capacity,Front Tread,1492mm
37204,Dimensions & Capacity,Rear Tread,1484mm
37205,Dimensions & Capacity,Kerb Weight,1040-1130kg
37206,Miscellaneous,Gear Box,5 Speed
37207,Miscellaneous,Drive Type,FWD
37208,Miscellaneous,Seating Capacity,5
37209,Miscellaneous,Steering Type,EPAS
37210,Miscellaneous,Turning Radius,4.9 metres
37211,Miscellaneous,Front Brake Type,Ventilated Disc
37212,Miscellaneous,Rear Brake Type,Drum
37213,Miscellaneous,Top Speed,170 Kmph
37214,Miscellaneous,Acceleration,11.6 Seconds
37215,Miscellaneous,Tyre Type,Tubeless
37216,Miscellaneous,Alloy Wheel Size,14
37217,Miscellaneous,No Door Numbers,5
37218,Miscellaneous,Cargo Volumn,257-litres
